_step,mean_eps_reward,run_name,seed,agent,opponent,pink_noise,total-steps,num-parallel-envs
8288,-16.28,northern-sweep-1,0,sac,strong,True,250000,8
8308,-16.258,northern-sweep-1,0,sac,strong,True,250000,8
8319,-16.258,northern-sweep-1,0,sac,strong,True,250000,8
8331,-16.31,northern-sweep-1,0,sac,strong,True,250000,8
8332,-16.31,northern-sweep-1,0,sac,strong,True,250000,8
8335,-16.31,northern-sweep-1,0,sac,strong,True,250000,8
8337,-16.31,northern-sweep-1,0,sac,strong,True,250000,8
8373,-16.349,northern-sweep-1,0,sac,strong,True,250000,8
8414,-16.337,northern-sweep-1,0,sac,strong,True,250000,8
8426,-16.337,northern-sweep-1,0,sac,strong,True,250000,8
8468,-16.337,northern-sweep-1,0,sac,strong,True,250000,8
8475,-16.337,northern-sweep-1,0,sac,strong,True,250000,8
8545,-16.383,northern-sweep-1,0,sac,strong,True,250000,8
8570,-16.434,northern-sweep-1,0,sac,strong,True,250000,8
8622,-16.45,northern-sweep-1,0,sac,strong,True,250000,8
8662,-16.491,northern-sweep-1,0,sac,strong,True,250000,8
8826,-16.511,northern-sweep-1,0,sac,strong,True,250000,8
8835,-16.511,northern-sweep-1,0,sac,strong,True,250000,8
8862,-16.511,northern-sweep-1,0,sac,strong,True,250000,8
8907,-16.503,northern-sweep-1,0,sac,strong,True,250000,8
8954,-16.544,northern-sweep-1,0,sac,strong,True,250000,8
8983,-16.542,northern-sweep-1,0,sac,strong,True,250000,8
8984,-16.542,northern-sweep-1,0,sac,strong,True,250000,8
9032,-16.531,northern-sweep-1,0,sac,strong,True,250000,8
9069,-16.568,northern-sweep-1,0,sac,strong,True,250000,8
9142,-16.498,northern-sweep-1,0,sac,strong,True,250000,8
9167,-16.507,northern-sweep-1,0,sac,strong,True,250000,8
9168,-16.507,northern-sweep-1,0,sac,strong,True,250000,8
9198,-16.507,northern-sweep-1,0,sac,strong,True,250000,8
9211,-16.507,northern-sweep-1,0,sac,strong,True,250000,8
9244,-16.503,northern-sweep-1,0,sac,strong,True,250000,8
9304,-16.548,northern-sweep-1,0,sac,strong,True,250000,8
9333,-16.581,northern-sweep-1,0,sac,strong,True,250000,8
9338,-16.581,northern-sweep-1,0,sac,strong,True,250000,8
9347,-16.581,northern-sweep-1,0,sac,strong,True,250000,8
9349,-16.581,northern-sweep-1,0,sac,strong,True,250000,8
9395,-16.628,northern-sweep-1,0,sac,strong,True,250000,8
9428,-16.668,northern-sweep-1,0,sac,strong,True,250000,8
9439,-16.668,northern-sweep-1,0,sac,strong,True,250000,8
9448,-16.657,northern-sweep-1,0,sac,strong,True,250000,8
9471,-16.646,northern-sweep-1,0,sac,strong,True,250000,8
9503,-16.654,northern-sweep-1,0,sac,strong,True,250000,8
9533,-16.63,northern-sweep-1,0,sac,strong,True,250000,8
9590,-16.625,northern-sweep-1,0,sac,strong,True,250000,8
9606,-16.627,northern-sweep-1,0,sac,strong,True,250000,8
9613,-16.627,northern-sweep-1,0,sac,strong,True,250000,8
9617,-16.627,northern-sweep-1,0,sac,strong,True,250000,8
9634,-16.627,northern-sweep-1,0,sac,strong,True,250000,8
9636,-16.627,northern-sweep-1,0,sac,strong,True,250000,8
9669,-16.617,northern-sweep-1,0,sac,strong,True,250000,8
9682,-16.617,northern-sweep-1,0,sac,strong,True,250000,8
9752,-16.616,northern-sweep-1,0,sac,strong,True,250000,8
9755,-16.616,northern-sweep-1,0,sac,strong,True,250000,8
9790,-16.672,northern-sweep-1,0,sac,strong,True,250000,8
9837,-16.682,northern-sweep-1,0,sac,strong,True,250000,8
9853,-16.682,northern-sweep-1,0,sac,strong,True,250000,8
9884,-16.687,northern-sweep-1,0,sac,strong,True,250000,8
9910,-16.737,northern-sweep-1,0,sac,strong,True,250000,8
9934,-16.726,northern-sweep-1,0,sac,strong,True,250000,8
9994,-16.756,northern-sweep-1,0,sac,strong,True,250000,8
10030,-16.696,northern-sweep-1,0,sac,strong,True,250000,8
10076,-16.728,northern-sweep-1,0,sac,strong,True,250000,8
10098,-16.718,northern-sweep-1,0,sac,strong,True,250000,8
10105,-16.718,northern-sweep-1,0,sac,strong,True,250000,8
10106,-16.726,northern-sweep-1,0,sac,strong,True,250000,8
10107,-16.726,northern-sweep-1,0,sac,strong,True,250000,8
10153,-16.726,northern-sweep-1,0,sac,strong,True,250000,8
10160,-16.721,northern-sweep-1,0,sac,strong,True,250000,8
10164,-16.721,northern-sweep-1,0,sac,strong,True,250000,8
10167,-16.721,northern-sweep-1,0,sac,strong,True,250000,8
10185,-16.721,northern-sweep-1,0,sac,strong,True,250000,8
10210,-16.697,northern-sweep-1,0,sac,strong,True,250000,8
10229,-16.697,northern-sweep-1,0,sac,strong,True,250000,8
